1;;ASHRAE;American Society of Heating, Refrigerating and Air-Conditioning Engineers;
1;;;authentication credentials;Something you know, have, are, or do, or your location
1;;SSO;Single Sign-On;
1;;SOA;Service-Oriented-Architecture;
1;;CHAP;Challenge Handshake Authentication Protocol;used for on-demand authentication within a data stream
1;;md5;Message Digest;a hashing algorithm
1;;PPP;Point-to-Point Protocol;
1;;PPPoE;PPP over Ethernet;
1;;SAM;Security Account Manager;
1;;JWT;JSON Web Token;
1;;DS;Discovery Service;useful for finding a user's IdP
1;;;Shibboleth;a SAML-based, open source federated identity solution that provides SSO
1;;FICAM;Federal Identity, Credential, and Access Management;
1;;XACML;eXtensible Access Control Markup Language;
1;;FAR;False Acceptance Rate;measures likelihood that an access system will wrongly accept an unauthorized user (biometrics)
1;;FRR;False Rejection Rate;percentage of identifications where an authorized user is rejected ie "false rejection" (biometrics)
1;;CER;Crossover Error Rate;percentage of which FAR and FRR are equal (biometrics). Generally FAR should be magnitudes lower than FRR.
1;;FIPS;Federal Information Processing Standards;a standard from NIST for federal employees and contractors
1;;HSPD;Homeland Security Presidential Directive;
1;;;onboarding;a process of creating an identity or profile
1;;;offboarding;a process of inactivating an identity or profile
1;;;least privilege;users are provided minimum necessary access to complete required tasks
1;;ACL;Access Control List;
1;;OU;Organizational Unit;
1;;;password controls;include required complexity, password length, account lockout, duration to timeout (expires)
1;;SOP;Standard Operating Procedure;
1;;HR;Human Resources;
1;;PHI;Personal Health Information;
1;;;risk response strategies;avoid, transfer, accept, mitigate/deter
1;;CIRT;Computer Incident Response Team;
1;;CSIRT;Computer Security Incident Response Team;
1;;IRT;Incident Response Team;
1;;;types of control;deter, prevent, detect, correct
1;;;nature of controls;technical, managerial, operational
1;;ECC;Elliptic Curve Cryptography;
1;;PFS;Perfect Forward Secrecy;
1;;PGP;Pretty Good Privacy;encrypts and decrypts email messages using asymmetric encryption
1;;GPG;Gnu Privacy Guard;an open source version of PGP
1;;SAN;Subject Alternate Name;an extension of a digital certificate
